SYMBOL,QUOTE_DATE,BID,ASK,QUOTIM,QUOTEID,QUOTETIM_MS
EUR/USD,2019-05-02,1.1263,1.1264,02:22:37.807000,127401440,8557807
EUR/USD,2019-05-02,1.1262,1.1266,02:22:40.230000,127401441,8560230
EUR/USD,2019-05-02,1.1261,1.1266,02:22:42.421000,127401442,8562421
EUR/USD,2019-05-02,1.1262,1.1267,02:22:40.120000,127401443,8560120
EUR/USD,2019-05-02,1.1263,1.1267,02:22:35.648000,127401444,8555648
EUR/USD,2019-05-02,1.1263,1.1267,02:22:34.656000,127401445,8554656
EUR/USD,2019-05-02,1.1262,1.1266,02:22:41.644000,127401446,8561644
EUR/USD,2019-05-02,1.1263,1.1267,02:22:36.810000,127401447,8556810
EUR/USD,2019-05-02,1.1262,1.1267,02:22:38.076000,127401448,8558076
EUR/USD,2019-05-02,1.1263,1.1267,02:22:39.647000,127401449,8559647
EUR/USD,2019-05-02,1.1262,1.1266,02:22:37.645000,127401450,8557645
EUR/USD,2019-05-02,1.1262,1.1266,02:22:42.658000,127401451,8562658
EUR/USD,2019-05-02,1.1263,1.1267,02:22:36.662000,127401452,8556662
EUR/USD,2019-05-02,1.1262,1.1266,02:22:52.687000,127401453,8572687
EUR/USD,2019-05-02,1.1261,1.1265,02:22:54.685000,127401454,8574685
EUR/USD,2019-05-02,1.1263,1.1264,02:22:45.880000,127401455,8565880
EUR/USD,2019-05-02,1.1263,1.1266,02:22:49.321000,127401456,8569321
EUR/USD,2019-05-02,1.1264,1.1265,02:22:52.756000,127401457,8572756
EUR/USD,2019-05-02,1.1262,1.1266,02:22:50.669000,127401458,8570669
EUR/USD,2019-05-02,1.1261,1.1265,02:22:51.730000,127401459,8571730
EUR/USD,2019-05-02,1.1262,1.1265,02:22:48.946000,127401460,8568946
EUR/USD,2019-05-02,1.1262,1.1266,02:22:46.670000,127401461,8566670
EUR/USD,2019-05-02,1.1261,1.1266,02:22:53.331000,127401462,8573331
EUR/USD,2019-05-02,1.1262,1.1266,02:22:49.659000,127401463,8569659
EUR/USD,2019-05-02,1.1261,1.1265,02:22:53.679000,127401464,8573679
EUR/USD,2019-05-02,1.1262,1.1266,02:22:45.646000,127401465,8565646
EUR/USD,2019-05-02,1.1262,1.1267,02:22:49.809000,127401466,8569809
EUR/USD,2019-05-02,1.1262,1.1267,02:22:48.506000,127401467,8568506
EUR/USD,2019-05-02,1.1262,1.1267,02:22:50.232000,127401468,8570232
EUR/USD,2019-05-02,1.1261,1.1266,02:22:54.541000,127401469,8574541
EUR/USD,2019-05-02,1.1262,1.1267,02:22:47.306000,127401470,8567306
EUR/USD,2019-05-02,1.126,1.1264,02:23:02.706000,127401471,8582706
EUR/USD,2019-05-02,1.1261,1.1266,02:23:02.328000,127401472,8582328
EUR/USD,2019-05-02,1.1261,1.1265,02:22:59.688000,127401473,8579688
EUR/USD,2019-05-02,1.126,1.1264,02:23:01.686000,127401474,8581686
EUR/USD,2019-05-02,1.1261,1.1266,02:23:04.112000,127401475,8584112
EUR/USD,2019-05-02,1.1261,1.1265,02:22:55.676000,127401476,8575676
EUR/USD,2019-05-02,1.1262,1.1263,02:23:00.756000,127401477,8580756
EUR/USD,2019-05-02,1.1261,1.1265,02:22:58.676000,127401478,8578676
EUR/USD,2019-05-02,1.126,1.1265,02:22:59.425000,127401479,8579425
EUR/USD,2019-05-02,1.1261,1.1265,02:22:56.687000,127401480,8576687
EUR/USD,2019-05-02,1.126,1.1265,02:23:00.643000,127401481,8580643
EUR/USD,2019-05-02,1.1259,1.1263,02:23:03.716000,127401482,8583716
EUR/USD,2019-05-02,1.126,1.1261,02:23:03.169000,127401483,8583169
EUR/USD,2019-05-02,1.1261,1.1265,02:22:57.686000,127401484,8577686
EUR/USD,2019-05-02,1.126,1.1265,02:23:03.138000,127401485,8583138
EUR/USD,2019-05-02,1.1262,1.1265,02:22:59.337000,127401486,8579337
EUR/USD,2019-05-02,1.1259,1.1263,02:23:04.707000,127401487,8584707
EUR/USD,2019-05-02,1.1261,1.1266,02:22:56.363000,127401488,8576363
EUR/USD,2019-05-02,1.1261,1.1265,02:22:55.812000,127401489,8575812
EUR/USD,2019-05-02,1.126,1.1264,02:23:07.716000,127401490,8587716
EUR/USD,2019-05-02,1.1258,1.1262,02:23:13.732000,127401491,8593732
EUR/USD,2019-05-02,1.126,1.1264,02:23:08.777000,127401492,8588777
EUR/USD,2019-05-02,1.1259,1.1264,02:23:06.194000,127401493,8586194
EUR/USD,2019-05-02,1.1261,1.1266,02:23:12.163000,127401494,8592163
EUR/USD,2019-05-02,1.1259,1.1264,02:23:14.465000,127401495,8594465
EUR/USD,2019-05-02,1.1261,1.1264,02:23:09.168000,127401496,8589168
EUR/USD,2019-05-02,1.1259,1.1263,02:23:14.726000,127401497,8594726
EUR/USD,2019-05-02,1.1259,1.1263,02:23:11.741000,127401498,8591741
EUR/USD,2019-05-02,1.1261,1.1266,02:23:10.251000,127401499,8590251
EUR/USD,2019-05-02,1.1259,1.1264,02:23:08.422000,127401500,8588422
EUR/USD,2019-05-02,1.1261,1.1262,02:23:07.782000,127401501,8587782
EUR/USD,2019-05-02,1.1259,1.1263,02:23:09.715000,127401502,8589715
EUR/USD,2019-05-02,1.126,1.1263,02:23:11.328000,127401503,8591328
EUR/USD,2019-05-02,1.1258,1.1262,02:23:15.809000,127401504,8595809
EUR/USD,2019-05-02,1.126,1.1264,02:23:06.724000,127401505,8586724
EUR/USD,2019-05-02,1.1259,1.1263,02:23:12.732000,127401506,8592732
EUR/USD,2019-05-02,1.1259,1.1264,02:23:16.302000,127401507,8596302
EUR/USD,2019-05-02,1.126,1.1261,02:23:25.017000,127401508,8605017
EUR/USD,2019-05-02,1.1258,1.1263,02:23:25.034000,127401509,8605034
EUR/USD,2019-05-02,1.1258,1.1262,02:23:24.733000,127401510,8604733
EUR/USD,2019-05-02,1.1259,1.1263,02:23:23.803000,127401511,8603803
EUR/USD,2019-05-02,1.1261,1.1262,02:23:16.791000,127401512,8596791
EUR/USD,2019-05-02,1.1259,1.1263,02:23:19.737000,127401513,8599737
EUR/USD,2019-05-02,1.1259,1.1264,02:23:18.317000,127401514,8598317
EUR/USD,2019-05-02,1.1258,1.1262,02:23:25.736000,127401515,8605736
EUR/USD,2019-05-02,1.1259,1.1263,02:23:20.749000,127401516,8600749
EUR/USD,2019-05-02,1.1258,1.1262,02:23:23.745000,127401517,8603745
EUR/USD,2019-05-02,1.1259,1.1263,02:23:18.749000,127401518,8598749
EUR/USD,2019-05-02,1.1259,1.1263,02:23:16.741000,127401519,8596741
EUR/USD,2019-05-02,1.1258,1.1262,02:23:32.756000,127401520,8612756
EUR/USD,2019-05-02,1.1258,1.1262,02:23:30.780000,127401521,8610780
EUR/USD,2019-05-02,1.1259,1.1262,02:23:33.322000,127401522,8613322
EUR/USD,2019-05-02,1.1257,1.1262,02:23:28.353000,127401523,8608353
EUR/USD,2019-05-02,1.1258,1.1262,02:23:33.766000,127401524,8613766
EUR/USD,2019-05-02,1.1258,1.1262,02:23:34.752000,127401525,8614752
EUR/USD,2019-05-02,1.1258,1.1262,02:23:29.759000,127401526,8609759
EUR/USD,2019-05-02,1.1257,1.1262,02:23:27.096000,127401527,8607096
EUR/USD,2019-05-02,1.1259,1.1262,02:23:29.244000,127401528,8609244
EUR/USD,2019-05-02,1.1258,1.1263,02:23:26.333000,127401529,8606333
EUR/USD,2019-05-02,1.1259,1.126,02:23:33.400000,127401530,8613400
EUR/USD,2019-05-02,1.1258,1.1262,02:23:32.813000,127401531,8612813
EUR/USD,2019-05-02,1.1257,1.1262,02:23:29.083000,127401532,8609083
EUR/USD,2019-05-02,1.1258,1.1262,02:23:27.756000,127401533,8607756
EUR/USD,2019-05-02,1.1258,1.1262,02:23:28.759000,127401534,8608759
EUR/USD,2019-05-02,1.1258,1.1262,02:23:26.773000,127401535,8606773
EUR/USD,2019-05-02,1.1258,1.1262,02:23:42.788000,127401536,8622788
EUR/USD,2019-05-02,1.1261,1.1262,02:23:45.249000,127401537,8625249
EUR/USD,2019-05-02,1.1258,1.1262,02:23:41.785000,127401538,8621785
EUR/USD,2019-05-02,1.1259,1.1263,02:23:44.796000,127401539,8624796
EUR/USD,2019-05-02,1.1258,1.1262,02:23:43.797000,127401540,8623797
EUR/USD,2019-05-02,1.1258,1.1262,02:23:39.763000,127401541,8619763
EUR/USD,2019-05-02,1.1258,1.1262,02:23:38.778000,127401542,8618778
EUR/USD,2019-05-02,1.1259,1.1264,02:23:48.573000,127401543,8628573
EUR/USD,2019-05-02,1.1259,1.1264,02:23:46.595000,127401544,8626595
EUR/USD,2019-05-02,1.126,1.1261,02:23:49.625000,127401545,8629625
EUR/USD,2019-05-02,1.1259,1.1264,02:23:49.345000,127401546,8629345
EUR/USD,2019-05-02,1.1258,1.1262,02:23:51.944000,127401547,8631944
EUR/USD,2019-05-02,1.1259,1.1263,02:23:48.816000,127401548,8628816
EUR/USD,2019-05-02,1.126,1.1264,02:23:50.804000,127401549,8630804
EUR/USD,2019-05-02,1.126,1.1265,02:23:52.617000,127401550,8632617
EUR/USD,2019-05-02,1.1262,1.1263,02:23:54.644000,127401551,8634644
EUR/USD,2019-05-02,1.126,1.1264,02:23:51.804000,127401552,8631804
EUR/USD,2019-05-02,1.1259,1.1263,02:23:47.811000,127401553,8627811
EUR/USD,2019-05-02,1.1259,1.1263,02:23:49.799000,127401554,8629799
EUR/USD,2019-05-02,1.126,1.1264,02:23:53.818000,127401555,8633818
EUR/USD,2019-05-02,1.1258,1.1262,02:23:55.828000,127401556,8635828
EUR/USD,2019-05-02,1.1258,1.1262,02:23:54.832000,127401557,8634832
EUR/USD,2019-05-02,1.1259,1.1263,02:23:46.789000,127401558,8626789
EUR/USD,2019-05-02,1.1259,1.1263,02:23:49.843000,127401559,8629843
EUR/USD,2019-05-02,1.1259,1.1262,02:23:49.412000,127401560,8629412
EUR/USD,2019-05-02,1.1259,1.126,02:23:47.149000,127401561,8627149
EUR/USD,2019-05-02,1.1258,1.1263,02:23:55.575000,127401562,8635575
EUR/USD,2019-05-02,1.1259,1.1263,02:24:00.845000,127401563,8640845
EUR/USD,2019-05-02,1.1258,1.1263,02:24:05.997000,127401564,8645997
EUR/USD,2019-05-02,1.1259,1.1263,02:24:01.864000,127401565,8641864
EUR/USD,2019-05-02,1.1261,1.1262,02:24:03.764000,127401566,8643764
EUR/USD,2019-05-02,1.1259,1.1263,02:24:03.867000,127401567,8643867
EUR/USD,2019-05-02,1.126,1.1265,02:23:56.816000,127401568,8636816
EUR/USD,2019-05-02,1.1258,1.1263,02:23:58.036000,127401569,8638036
EUR/USD,2019-05-02,1.1258,1.1263,02:23:58.705000,127401570,8638705
EUR/USD,2019-05-02,1.1259,1.1263,02:24:03.803000,127401571,8643803
EUR/USD,2019-05-02,1.1259,1.1264,02:24:02.166000,127401572,8642166
EUR/USD,2019-05-02,1.1262,1.1263,02:24:05.828000,127401573,8645828
EUR/USD,2019-05-02,1.126,1.1265,02:24:02.846000,127401574,8642846
EUR/USD,2019-05-02,1.126,1.1265,02:24:04.853000,127401575,8644853
EUR/USD,2019-05-02,1.1261,1.1262,02:24:01.075000,127401576,8641075
EUR/USD,2019-05-02,1.1259,1.1263,02:24:05.856000,127401577,8645856
EUR/USD,2019-05-02,1.1259,1.1264,02:24:04.114000,127401578,8644114
EUR/USD,2019-05-02,1.1259,1.1263,02:23:57.837000,127401579,8637837
EUR/USD,2019-05-02,1.1259,1.1263,02:23:58.838000,127401580,8638838
EUR/USD,2019-05-02,1.1259,1.1264,02:23:59.824000,127401581,8639824
EUR/USD,2019-05-02,1.126,1.1263,02:24:05.328000,127401582,8645328
EUR/USD,2019-05-02,1.1261,1.1262,02:24:00.282000,127401583,8640282
EUR/USD,2019-05-02,1.1259,1.1263,02:24:06.856000,127401584,8646856
EUR/USD,2019-05-02,1.1259,1.1263,02:24:14.081000,127401585,8654081
EUR/USD,2019-05-02,1.1259,1.1262,02:24:09.497000,127401586,8649497
EUR/USD,2019-05-02,1.1259,1.1263,02:24:07.880000,127401587,8647880
EUR/USD,2019-05-02,1.1257,1.1262,02:24:17.045000,127401588,8657045
EUR/USD,2019-05-02,1.1259,1.1263,02:24:12.880000,127401589,8652880
EUR/USD,2019-05-02,1.1259,1.1263,02:24:08.864000,127401590,8648864
EUR/USD,2019-05-02,1.1259,1.1263,02:24:10.305000,127401591,8650305
EUR/USD,2019-05-02,1.126,1.1261,02:24:07.782000,127401592,8647782
EUR/USD,2019-05-02,1.1257,1.1262,02:24:15.115000,127401593,8655115
EUR/USD,2019-05-02,1.126,1.1265,02:24:06.971000,127401594,8646971
EUR/USD,2019-05-02,1.1259,1.1263,02:24:14.952000,127401595,8654952
EUR/USD,2019-05-02,1.126,1.1265,02:24:08.848000,127401596,8648848
EUR/USD,2019-05-02,1.1258,1.1262,02:24:10.879000,127401597,8650879
EUR/USD,2019-05-02,1.1258,1.1263,02:24:11.801000,127401598,8651801
EUR/USD,2019-05-02,1.1258,1.1263,02:24:08.026000,127401599,8648026
EUR/USD,2019-05-02,1.1259,1.1263,02:24:11.877000,127401600,8651877
EUR/USD,2019-05-02,1.1258,1.1262,02:24:16.873000,127401601,8656873
EUR/USD,2019-05-02,1.1258,1.1262,02:24:15.950000,127401602,8655950
EUR/USD,2019-05-02,1.1257,1.1262,02:24:16.811000,127401603,8656811
EUR/USD,2019-05-02,1.1259,1.1264,02:24:14.386000,127401604,8654386
EUR/USD,2019-05-02,1.1259,1.1262,02:24:17.324000,127401605,8657324
EUR/USD,2019-05-02,1.1258,1.1263,02:24:09.954000,127401606,8649954
EUR/USD,2019-05-02,1.1258,1.1263,02:24:12.954000,127401607,8652954
EUR/USD,2019-05-02,1.1258,1.1263,02:24:12.010000,127401608,8652010
EUR/USD,2019-05-02,1.1258,1.1262,02:24:09.858000,127401609,8649858
EUR/USD,2019-05-02,1.1261,1.1262,02:24:12.794000,127401610,8652794
EUR/USD,2019-05-02,1.1259,1.1264,02:24:16.184000,127401611,8656184
EUR/USD,2019-05-02,1.1258,1.1262,02:24:24.954000,127401612,8664954
EUR/USD,2019-05-02,1.1258,1.1263,02:24:25.168000,127401613,8665168
EUR/USD,2019-05-02,1.1259,1.1264,02:24:18.464000,127401614,8658464
EUR/USD,2019-05-02,1.1258,1.1263,02:24:21.246000,127401615,8661246
EUR/USD,2019-05-02,1.1258,1.1262,02:24:25.947000,127401616,8665947
EUR/USD,2019-05-02,1.126,1.1261,02:24:20.746000,127401617,8660746
EUR/USD,2019-05-02,1.1258,1.1263,02:24:23.095000,127401618,8663095
EUR/USD,2019-05-02,1.1258,1.1262,02:24:22.941000,127401619,8662941
EUR/USD,2019-05-02,1.1258,1.1262,02:24:27.942000,127401620,8667942
EUR/USD,2019-05-02,1.1258,1.1262,02:24:18.960000,127401621,8658960
EUR/USD,2019-05-02,1.1258,1.1263,02:24:22.813000,127401622,8662813
EUR/USD,2019-05-02,1.1258,1.1262,02:24:17.945000,127401623,8657945
EUR/USD,2019-05-02,1.1259,1.1264,02:24:27.257000,127401624,8667257
EUR/USD,2019-05-02,1.1258,1.1262,02:24:28.955000,127401625,8668955
EUR/USD,2019-05-02,1.1258,1.1263,02:24:30.345000,127401626,8670345
EUR/USD,2019-05-02,1.1261,1.1262,02:24:30.996000,127401627,8670996
EUR/USD,2019-05-02,1.1261,1.1262,02:24:33.217000,127401628,8673217
EUR/USD,2019-05-02,1.1258,1.1262,02:24:35.950000,127401629,8675950
EUR/USD,2019-05-02,1.1259,1.1264,02:24:36.535000,127401630,8676535
EUR/USD,2019-05-02,1.1258,1.1262,02:24:31.952000,127401631,8671952
EUR/USD,2019-05-02,1.1259,1.1264,02:24:34.397000,127401632,8674397
EUR/USD,2019-05-02,1.1258,1.1262,02:24:30.813000,127401633,8670813
EUR/USD,2019-05-02,1.1258,1.1263,02:24:28.263000,127401634,8668263
EUR/USD,2019-05-02,1.1259,1.126,02:24:37.809000,127401635,8677809
EUR/USD,2019-05-02,1.1261,1.1262,02:24:35.803000,127401636,8675803
EUR/USD,2019-05-02,1.1258,1.1263,02:24:38.075000,127401637,8678075
EUR/USD,2019-05-02,1.126,1.1261,02:24:36.767000,127401638,8676767
EUR/USD,2019-05-02,1.1258,1.1261,02:24:29.409000,127401639,8669409
EUR/USD,2019-05-02,1.1259,1.1263,02:24:35.143000,127401640,8675143
EUR/USD,2019-05-02,1.1258,1.1262,02:24:37.959000,127401641,8677959
EUR/USD,2019-05-02,1.1258,1.1263,02:24:32.426000,127401642,8672426
EUR/USD,2019-05-02,1.1259,1.1263,02:24:32.957000,127401643,8672957
EUR/USD,2019-05-02,1.1258,1.1262,02:24:38.947000,127401644,8678947
EUR/USD,2019-05-02,1.1258,1.1262,02:24:46.960000,127401645,8686960
EUR/USD,2019-05-02,1.1258,1.1263,02:24:40.399000,127401646,8680399
EUR/USD,2019-05-02,1.1259,1.1263,02:24:40.161000,127401647,8680161
EUR/USD,2019-05-02,1.1258,1.1262,02:24:47.945000,127401648,8687945
EUR/USD,2019-05-02,1.1258,1.1262,02:24:43.968000,127401649,8683968
EUR/USD,2019-05-02,1.1258,1.1262,02:24:45.802000,127401650,8685802
EUR/USD,2019-05-02,1.1258,1.1262,02:24:39.942000,127401651,8679942
EUR/USD,2019-05-02,1.1258,1.1262,02:24:45.958000,127401652,8685958
EUR/USD,2019-05-02,1.1258,1.1263,02:24:39.813000,127401653,8679813
EUR/USD,2019-05-02,1.1258,1.1262,02:24:42.977000,127401654,8682977
EUR/USD,2019-05-02,1.1258,1.1262,02:24:44.961000,127401655,8684961
EUR/USD,2019-05-02,1.126,1.1261,02:24:54.592000,127401656,8694592
EUR/USD,2019-05-02,1.1258,1.1262,02:24:52.241000,127401657,8692241
EUR/USD,2019-05-02,1.1258,1.1262,02:24:56.961000,127401658,8696961
EUR/USD,2019-05-02,1.1258,1.1261,02:24:49.677000,127401659,8689677
EUR/USD,2019-05-02,1.1258,1.1262,02:24:49.956000,127401660,8689956
EUR/USD,2019-05-02,1.1258,1.1262,02:24:58.179000,127401661,8698179
EUR/USD,2019-05-02,1.1259,1.1264,02:24:56.798000,127401662,8696798
EUR/USD,2019-05-02,1.1259,1.126,02:24:51.788000,127401663,8691788
EUR/USD,2019-05-02,1.1258,1.1262,02:24:51.016000,127401664,8691016
EUR/USD,2019-05-02,1.1261,1.1262,02:25:19.642000,127401665,8719642
EUR/USD,2019-05-02,1.1258,1.1263,02:25:00.699000,127401666,8700699
EUR/USD,2019-05-02,1.1258,1.1262,02:25:10.250000,127401667,8710250
EUR/USD,2019-05-02,1.126,1.1261,02:25:03.205000,127401668,8703205
EUR/USD,2019-05-02,1.1259,1.1264,02:24:58.879000,127401669,8698879
EUR/USD,2019-05-02,1.1258,1.1262,02:25:17.812000,127401670,8717812
EUR/USD,2019-05-02,1.1259,1.1263,02:25:20.022000,127401671,8720022
EUR/USD,2019-05-02,1.1259,1.1264,02:25:03.865000,127401672,8703865
EUR/USD,2019-05-02,1.1258,1.1262,02:25:03.991000,127401673,8703991
EUR/USD,2019-05-02,1.1258,1.1263,02:25:08.048000,127401674,8708048
EUR/USD,2019-05-02,1.1258,1.1262,02:25:05.807000,127401675,8705807
EUR/USD,2019-05-02,1.1259,1.1263,02:25:19.005000,127401676,8719005
EUR/USD,2019-05-02,1.1259,1.1264,02:25:12.804000,127401677,8712804
EUR/USD,2019-05-02,1.1258,1.1263,02:25:10.100000,127401678,8710100
EUR/USD,2019-05-02,1.1259,1.1262,02:25:09.766000,127401679,8709766
EUR/USD,2019-05-02,1.1258,1.1263,02:25:13.980000,127401680,8713980
EUR/USD,2019-05-02,1.1258,1.1262,02:24:58.805000,127401681,8698805
EUR/USD,2019-05-02,1.1259,1.1264,02:25:11.128000,127401682,8711128
EUR/USD,2019-05-02,1.1259,1.1264,02:25:06.156000,127401683,8706156
EUR/USD,2019-05-02,1.1258,1.1262,02:25:18.007000,127401684,8718007
EUR/USD,2019-05-02,1.1259,1.1264,02:25:12.946000,127401685,8712946
EUR/USD,2019-05-02,1.1258,1.1262,02:25:11.021000,127401686,8711021
EUR/USD,2019-05-02,1.1258,1.1263,02:25:14.029000,127401687,8714029
EUR/USD,2019-05-02,1.126,1.1261,02:25:08.759000,127401688,8708759
EUR/USD,2019-05-02,1.1258,1.1263,02:25:13.057000,127401689,8713057
EUR/USD,2019-05-02,1.1258,1.1263,02:25:03.036000,127401690,8703036
EUR/USD,2019-05-02,1.1258,1.1262,02:25:01.016000,127401691,8701016
EUR/USD,2019-05-02,1.1258,1.1262,02:25:06.007000,127401692,8706007
EUR/USD,2019-05-02,1.126,1.1261,02:25:03.170000,127401693,8703170
EUR/USD,2019-05-02,1.1259,1.1264,02:25:21.056000,127401694,8721056
EUR/USD,2019-05-02,1.1259,1.1263,02:25:01.966000,127401695,8701966
EUR/USD,2019-05-02,1.1259,1.1263,02:25:21.001000,127401696,8721001
EUR/USD,2019-05-02,1.1258,1.1262,02:25:04.987000,127401697,8704987
EUR/USD,2019-05-02,1.1258,1.1262,02:25:10.002000,127401698,8710002
EUR/USD,2019-05-02,1.1258,1.1262,02:25:07.986000,127401699,8707986
EUR/USD,2019-05-02,1.1258,1.1262,02:25:14.997000,127401700,8714997
EUR/USD,2019-05-02,1.1258,1.1263,02:25:12.139000,127401701,8712139
EUR/USD,2019-05-02,1.1259,1.1263,02:25:31.052000,127401702,8731052
EUR/USD,2019-05-02,1.1259,1.1264,02:25:29.158000,127401703,8729158
EUR/USD,2019-05-02,1.1259,1.1264,02:25:25.265000,127401704,8725265
EUR/USD,2019-05-02,1.1259,1.1263,02:25:29.030000,127401705,8729030
EUR/USD,2019-05-02,1.1259,1.1263,02:25:25.029000,127401706,8725029
EUR/USD,2019-05-02,1.1258,1.1263,02:25:24.486000,127401707,8724486
EUR/USD,2019-05-02,1.1259,1.1264,02:25:24.815000,127401708,8724815
EUR/USD,2019-05-02,1.1259,1.1264,02:25:31.167000,127401709,8731167
EUR/USD,2019-05-02,1.1258,1.1263,02:25:28.356000,127401710,8728356
EUR/USD,2019-05-02,1.1258,1.1263,02:25:30.406000,127401711,8730406
EUR/USD,2019-05-02,1.1259,1.1264,02:25:29.814000,127401712,8729814
EUR/USD,2019-05-02,1.1259,1.1264,02:25:23.230000,127401713,8723230
EUR/USD,2019-05-02,1.1259,1.1263,02:25:22.029000,127401714,8722029
EUR/USD,2019-05-02,1.1259,1.1262,02:25:29.941000,127401715,8729941
EUR/USD,2019-05-02,1.1258,1.1263,02:25:26.286000,127401716,8726286
EUR/USD,2019-05-02,1.1259,1.1264,02:25:29.255000,127401717,8729255
EUR/USD,2019-05-02,1.1259,1.1263,02:25:23.009000,127401718,8723009
EUR/USD,2019-05-02,1.1259,1.1263,02:25:26.025000,127401719,8726025
EUR/USD,2019-05-02,1.1258,1.1263,02:25:22.221000,127401720,8722221
EUR/USD,2019-05-02,1.1259,1.1264,02:25:27.249000,127401721,8727249
EUR/USD,2019-05-02,1.126,1.1263,02:25:23.325000,127401722,8723325
EUR/USD,2019-05-02,1.126,1.1261,02:25:24.672000,127401723,8724672
EUR/USD,2019-05-02,1.126,1.1264,02:25:33.028000,127401724,8733028
EUR/USD,2019-05-02,1.1259,1.1264,02:25:33.408000,127401725,8733408
EUR/USD,2019-05-02,1.1259,1.1263,02:25:38.057000,127401726,8738057
EUR/USD,2019-05-02,1.1259,1.1264,02:25:35.434000,127401727,8735434
EUR/USD,2019-05-02,1.1259,1.1263,02:25:32.036000,127401728,8732036
EUR/USD,2019-05-02,1.1259,1.1263,02:25:35.051000,127401729,8735051
EUR/USD,2019-05-02,1.1261,1.1262,02:25:32.751000,127401730,8732751
EUR/USD,2019-05-02,1.1259,1.1263,02:25:40.120000,127401731,8740120
EUR/USD,2019-05-02,1.1259,1.1263,02:25:41.249000,127401732,8741249
EUR/USD,2019-05-02,1.126,1.1264,02:25:34.801000,127401733,8734801
EUR/USD,2019-05-02,1.1259,1.1263,02:25:37.055000,127401734,8737055
EUR/USD,2019-05-02,1.1259,1.1263,02:25:40.811000,127401735,8740811
EUR/USD,2019-05-02,1.1261,1.1262,02:25:49.757000,127401736,8749757
EUR/USD,2019-05-02,1.126,1.1265,02:25:51.688000,127401737,8751688
EUR/USD,2019-05-02,1.1259,1.1263,02:25:49.069000,127401738,8749069
EUR/USD,2019-05-02,1.126,1.1264,02:25:44.057000,127401739,8744057
EUR/USD,2019-05-02,1.126,1.1265,02:25:48.810000,127401740,8748810
EUR/USD,2019-05-02,1.126,1.1264,02:25:46.060000,127401741,8746060
EUR/USD,2019-05-02,1.126,1.1265,02:25:45.789000,127401742,8745789
EUR/USD,2019-05-02,1.126,1.1263,02:25:50.095000,127401743,8750095
EUR/USD,2019-05-02,1.126,1.1265,02:25:46.659000,127401744,8746659
EUR/USD,2019-05-02,1.1259,1.1264,02:25:48.439000,127401745,8748439
EUR/USD,2019-05-02,1.126,1.1265,02:25:51.006000,127401746,8751006
EUR/USD,2019-05-02,1.1262,1.1263,02:25:44.801000,127401747,8744801
EUR/USD,2019-05-02,1.1259,1.1264,02:25:49.844000,127401748,8749844
EUR/USD,2019-05-02,1.1258,1.1263,02:25:52.747000,127401749,8752747
EUR/USD,2019-05-02,1.1259,1.1263,02:25:58.278000,127401750,8758278
EUR/USD,2019-05-02,1.1259,1.1263,02:25:53.078000,127401751,8753078
EUR/USD,2019-05-02,1.1258,1.1263,02:26:01.787000,127401752,8761787
EUR/USD,2019-05-02,1.1259,1.1263,02:26:00.816000,127401753,8760816
EUR/USD,2019-05-02,1.126,1.1261,02:26:00.380000,127401754,8760380
EUR/USD,2019-05-02,1.1259,1.1264,02:25:55.716000,127401755,8755716
EUR/USD,2019-05-02,1.1259,1.1264,02:25:54.648000,127401756,8754648
EUR/USD,2019-05-02,1.1259,1.1263,02:25:55.280000,127401757,8755280
EUR/USD,2019-05-02,1.1259,1.1263,02:25:56.815000,127401758,8756815
EUR/USD,2019-05-02,1.1259,1.1264,02:25:57.790000,127401759,8757790
EUR/USD,2019-05-02,1.1258,1.1263,02:25:53.632000,127401760,8753632
EUR/USD,2019-05-02,1.1259,1.1263,02:25:54.082000,127401761,8754082
EUR/USD,2019-05-02,1.1258,1.1262,02:26:00.105000,127401762,8760105
EUR/USD,2019-05-02,1.1257,1.1262,02:26:01.177000,127401763,8761177
EUR/USD,2019-05-02,1.126,1.1261,02:26:04.302000,127401764,8764302
EUR/USD,2019-05-02,1.126,1.1261,02:26:05.812000,127401765,8765812
EUR/USD,2019-05-02,1.1261,1.1262,02:26:09.860000,127401766,8769860
EUR/USD,2019-05-02,1.1258,1.1262,02:26:05.112000,127401767,8765112
EUR/USD,2019-05-02,1.1259,1.1263,02:26:08.109000,127401768,8768109
EUR/USD,2019-05-02,1.1259,1.1263,02:26:11.111000,127401769,8771111
EUR/USD,2019-05-02,1.1258,1.1262,02:26:04.086000,127401770,8764086
EUR/USD,2019-05-02,1.1258,1.1263,02:26:05.138000,127401771,8765138
EUR/USD,2019-05-02,1.1259,1.1264,02:26:11.170000,127401772,8771170
EUR/USD,2019-05-02,1.1258,1.1263,02:26:03.136000,127401773,8763136
EUR/USD,2019-05-02,1.126,1.1261,02:26:03.517000,127401774,8763517
EUR/USD,2019-05-02,1.1258,1.1262,02:26:06.107000,127401775,8766107
EUR/USD,2019-05-02,1.1258,1.1263,02:26:07.658000,127401776,8767658
EUR/USD,2019-05-02,1.126,1.1263,02:26:11.028000,127401777,8771028
EUR/USD,2019-05-02,1.126,1.1262,02:26:03.455000,127401778,8763455
EUR/USD,2019-05-02,1.1259,1.1264,02:26:09.079000,127401779,8769079
EUR/USD,2019-05-02,1.1259,1.126,02:26:07.819000,127401780,8767819
